id,section,word,meaning,example,exampleJa,category,note
595,4,in consequence,その結果,The expression “in consequence” is useful for reading this level of academic argument.,「in consequence（その結果）」はこの難易度帯の学術的議論を読むうえで有用である。,Logic and relations,読解時に一つの意味単位として認識する。
596,4,as compared with,〜と比較すると,The expression “as compared with” is useful for reading this level of academic argument.,「as compared with（〜と比較すると）」はこの難易度帯の学術的議論を読むうえで有用である。,Logic and relations,読解時に一つの意味単位として認識する。
597,4,subject to,〜を条件として；〜に従って,The expression “subject to” is useful for reading this level of academic argument.,「subject to（〜を条件として；〜に従って）」はこの難易度帯の学術的議論を読むうえで有用である。,Logic and relations,読解時に一つの意味単位として認識する。
598,4,by the same reasoning,同じ推論によって,The expression “by the same reasoning” is common in academic prose.,「by the same reasoning（同じ推論によって）」は学術英文でよく使われる。,Logic and relations,一つの意味単位として読む。
599,4,under these conditions,これらの条件下で,The expression “under these conditions” is common in academic prose.,「under these conditions（これらの条件下で）」は学術英文でよく使われる。,Logic and relations,一つの意味単位として読む。
600,4,in either event,どちらの場合でも,The expression “in either event” is common in academic prose.,「in either event（どちらの場合でも）」は学術英文でよく使われる。,Logic and relations,一つの意味単位として読む。
601,5,the former,前者,The phrase “the former” helps organize information in academic prose.,「the former（前者）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
602,5,the latter,後者,The phrase “the latter” helps organize information in academic prose.,「the latter（後者）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
603,5,the following,以下の；次の,The phrase “the following” helps organize information in academic prose.,「the following（以下の；次の）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
604,5,the above,上述の,The phrase “the above” helps organize information in academic prose.,「the above（上述の）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
605,5,the previous,前の；先行する,The phrase “the previous” helps organize information in academic prose.,「the previous（前の；先行する）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
606,5,the next,次の,The phrase “the next” helps organize information in academic prose.,「the next（次の）」は学術英文の情報構造を捉えるのに重要である。,Reference and structure,指示・数量・抽象名詞句を塊として読む。
